sample_id,split_index,seed,partition,cohort,scope
LOCAC_32,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_34,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_38,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_4,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_40,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_43,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_45,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_46,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_48,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_5,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_51,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_52,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_53,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_54,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_55,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_56,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_6,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_60,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_62,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_63,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_67,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_68,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_70,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_71,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_72,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_74,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_75,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_76,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_78,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_9,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_1,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_11,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_12,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_16,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_17,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_18,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_20,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_22,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_24,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_25,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_27,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_28,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_29,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_31,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_32,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_33,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_34,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_35,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_37,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_39,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_4,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_40,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_41,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_42,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_44,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_45,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_49,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_51,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_53,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_54,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_55,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_56,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_57,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_58,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_59,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_6,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_61,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_63,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_64,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_67,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_69,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_7,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_73,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_74,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_76,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_8,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-1,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-10,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-12,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-13,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-14,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-17,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-2,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-20,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-21,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-22,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-23,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-31,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-33,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-34,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-4,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-8,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-9,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RW_2,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
RW_3,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_100,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_59,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_60,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_63,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_64,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_66,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_68,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_69,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_72,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_73,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_74,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_75,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_76,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_78,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_79,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_81,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_84,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_86,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_87,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_88,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_89,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_91,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_95,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_96,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_98,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_99,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_100,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_102,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_103,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_105,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_106,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_107,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_109,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_60,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_62,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_65,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_68,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_71,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_72,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_74,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_75,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_77,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_78,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_79,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_80,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_81,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_82,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_83,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_84,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_88,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_89,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_90,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_91,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_92,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_93,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_96,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_98,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SGBTR_99,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_100,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_101,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_14,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_18,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_19,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_20,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_21,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_23,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_25,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_26,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_29,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_30,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_31,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_36,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_38,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_39,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_40,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_42,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_43,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_44,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_47,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_48,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_49,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_50,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_51,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_52,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_54,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_55,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_57,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_58,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_63,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_64,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_66,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_67,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_68,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_69,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_70,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_72,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_74,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_75,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_76,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_77,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_78,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_80,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_82,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_84,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_85,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_90,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_91,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_92,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_94,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_97,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
SLBIC_98,0,20260921,train,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_18,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_21,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_22,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_23,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_24,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_25,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_36,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_53,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_6,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_60,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_70,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_77,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_78,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_8,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_80,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_87,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_90,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_93,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_95,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
FLB_98,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_16,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_35,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_36,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_41,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_42,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_47,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_49,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_50,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_59,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_61,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_64,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_65,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_66,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_69,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_77,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCAC_8,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_10,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_14,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_15,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_19,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_2,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_21,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_30,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_36,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_38,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_5,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_60,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_65,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_66,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_68,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
LOCA_70,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-11,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-15,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-16,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-3,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
RI_-6,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
RW_1,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_58,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_61,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_65,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_67,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_71,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_80,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
SGATR_83,0,20260921,validation,strict_matched_30_60_90_120,strict_pre_protection_only
