sample_id,accident_class,numeric_case_id,operation_csv,rows,column_count,time_start_s,time_end_s,sampling_median_s,sampling_min_s,sampling_max_s,time_numeric,time_strictly_increasing,time_duplicate_count,nonuniform_sampling_intervals,missing_cells,missing_columns,schema_match_03_97,schema_extra_columns,schema_missing_columns,split,split_strategy,available_30s,available_60s,available_120s
FLB_26,FLB,26,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/26.csv,223,97,0.0,2220.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_27,FLB,27,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/27.csv,219,97,0.0,2180.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_28,FLB,28,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/28.csv,218,97,0.0,2170.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_29,FLB,29,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/29.csv,217,97,0.0,2160.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_30,FLB,30,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/30.csv,216,97,0.0,2150.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_31,FLB,31,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/31.csv,215,97,0.0,2140.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_32,FLB,32,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/32.csv,214,97,0.0,2130.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_33,FLB,33,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/33.csv,213,97,0.0,2120.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_34,FLB,34,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/34.csv,212,97,0.0,2110.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_35,FLB,35,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/35.csv,211,97,0.0,2100.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_36,FLB,36,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/36.csv,210,97,0.0,2090.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_37,FLB,37,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/37.csv,210,97,0.0,2090.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_38,FLB,38,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/38.csv,210,97,0.0,2090.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_39,FLB,39,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/39.csv,209,97,0.0,2080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_40,FLB,40,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/40.csv,209,97,0.0,2080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_41,FLB,41,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/41.csv,209,97,0.0,2080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_42,FLB,42,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/42.csv,209,97,0.0,2080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_43,FLB,43,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/43.csv,209,97,0.0,2080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_44,FLB,44,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/44.csv,208,97,0.0,2070.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_45,FLB,45,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/45.csv,208,97,0.0,2070.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_46,FLB,46,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/46.csv,207,97,0.0,2060.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_47,FLB,47,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/47.csv,207,97,0.0,2060.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_48,FLB,48,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/48.csv,206,97,0.0,2050.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_49,FLB,49,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/49.csv,206,97,0.0,2050.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_50,FLB,50,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/50.csv,205,97,0.0,2040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_51,FLB,51,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/51.csv,205,97,0.0,2040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_52,FLB,52,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/52.csv,205,97,0.0,2040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_53,FLB,53,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/53.csv,204,97,0.0,2030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_54,FLB,54,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/54.csv,204,97,0.0,2030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_55,FLB,55,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/55.csv,203,97,0.0,2020.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_56,FLB,56,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/56.csv,203,97,0.0,2020.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_57,FLB,57,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/57.csv,202,97,0.0,2010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_58,FLB,58,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/58.csv,202,97,0.0,2010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_59,FLB,59,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/59.csv,202,97,0.0,2010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_60,FLB,60,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/60.csv,201,97,0.0,2000.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_61,FLB,61,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/61.csv,201,97,0.0,2000.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_62,FLB,62,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/62.csv,201,97,0.0,2000.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_63,FLB,63,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/63.csv,198,97,0.0,1970.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_64,FLB,64,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/64.csv,195,97,0.0,1940.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_65,FLB,65,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/65.csv,197,97,0.0,1960.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_66,FLB,66,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/66.csv,197,97,0.0,1960.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_67,FLB,67,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/67.csv,196,97,0.0,1950.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_68,FLB,68,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/68.csv,192,97,0.0,1910.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_69,FLB,69,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/69.csv,189,97,0.0,1880.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_70,FLB,70,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/70.csv,187,97,0.0,1860.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_71,FLB,71,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/71.csv,185,97,0.0,1840.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_72,FLB,72,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/72.csv,187,97,0.0,1860.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_73,FLB,73,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/73.csv,187,97,0.0,1860.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_74,FLB,74,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/74.csv,293,97,0.0,2920.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_75,FLB,75,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/75.csv,293,97,0.0,2920.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_76,FLB,76,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/76.csv,205,97,0.0,2040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_77,FLB,77,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/77.csv,205,97,0.0,2040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_78,FLB,78,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/78.csv,200,97,0.0,1990.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_79,FLB,79,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/79.csv,197,97,0.0,1960.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_80,FLB,80,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/80.csv,194,97,0.0,1930.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_81,FLB,81,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/81.csv,194,97,0.0,1930.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_82,FLB,82,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/82.csv,189,97,0.0,1880.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_83,FLB,83,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/83.csv,186,97,0.0,1850.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_84,FLB,84,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/84.csv,185,97,0.0,1840.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_85,FLB,85,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/85.csv,182,97,0.0,1810.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_86,FLB,86,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/86.csv,177,97,0.0,1760.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_87,FLB,87,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/87.csv,177,97,0.0,1760.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_88,FLB,88,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/88.csv,174,97,0.0,1730.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_89,FLB,89,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/89.csv,171,97,0.0,1700.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_90,FLB,90,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/90.csv,169,97,0.0,1680.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_91,FLB,91,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/91.csv,168,97,0.0,1670.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
FLB_92,FLB,92,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/92.csv,167,97,0.0,1660.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
FLB_93,FLB,93,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/93.csv,166,97,0.0,1650.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_94,FLB,94,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/94.csv,164,97,0.0,1630.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_95,FLB,95,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/95.csv,164,97,0.0,1630.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_96,FLB,96,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/96.csv,163,97,0.0,1620.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_97,FLB,97,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/97.csv,162,97,0.0,1610.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_98,FLB,98,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/98.csv,161,97,0.0,1600.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_99,FLB,99,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/99.csv,161,97,0.0,1600.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
FLB_100,FLB,100,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/100.csv,161,97,0.0,1600.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LACP_1,LACP,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/LACP/1.csv,504,97,0.0,5030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,train_only_class_too_small_for_three_way_split,True,True,True
LLB_1,LLB,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/1.csv,548,97,0.0,5470.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LLB_2,LLB,2,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/2.csv,558,97,0.0,5570.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LLB_3,LLB,3,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/3.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_4,LLB,4,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/4.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_5,LLB,5,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/5.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_6,LLB,6,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/6.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_7,LLB,7,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/7.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_8,LLB,8,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/8.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_9,LLB,9,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/9.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_10,LLB,10,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/10.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_11,LLB,11,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/11.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LLB_12,LLB,12,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/12.csv,557,97,0.0,5560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LLB_13,LLB,13,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/13.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_14,LLB,14,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/14.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_15,LLB,15,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/15.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_16,LLB,16,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/16.csv,556,97,0.0,5550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LLB_17,LLB,17,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/17.csv,555,97,0.0,5540.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
