sample_id,accident_class,severity,family,predicted_family,max_probability,threshold,rejected,accepted,split_type,split_id,direction,nearest_severity_gap,focus_class,high_gap,gap_group,analysis_group
LOCAC_27,LOCAC,27.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9162143547299689,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_3,LOCAC,3.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9087159929309139,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_31,LOCAC,31.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9162143547299689,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_33,LOCAC,33.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9066747102669042,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_39,LOCAC,39.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9161924040648458,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_53,LOCAC,53.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9013964493596316,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_54,LOCAC,54.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9013964493596316,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_67,LOCAC,67.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9089417106529888,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_71,LOCAC,71.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.908286435958475,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_77,LOCAC,77.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9036849634043883,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_9,LOCAC,9.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.8967295754245649,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCA_16,LOCA,16.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9148610754023025,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_19,LOCA,19.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9148299899678025,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_23,LOCA,23.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.921253649207006,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_40,LOCA,40.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9184636408646564,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_41,LOCA,41.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9184269069441463,0.0,False,True,random,seed_20260921,random_or_blocked,3.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_42,LOCA,42.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9184209589364859,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_46,LOCA,46.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9184209589364859,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_48,LOCA,48.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9184209589364859,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_5,LOCA,5.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9210855534862059,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_59,LOCA,59.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9147517409595908,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_69,LOCA,69.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9143370159208215,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_70,LOCA,70.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9140216733952482,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_73,LOCA,73.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9115848639562183,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_75,LOCA,75.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9115715652528288,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCA_77,LOCA,77.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9115715652528288,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LR_79,LR,79.0,turbine_and_load_transient,turbine_and_load_transient,0.8961217654351995,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
LR_80,LR,80.0,turbine_and_load_transient,turbine_and_load_transient,0.8961217654351995,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LR_93,LR,93.0,turbine_and_load_transient,turbine_and_load_transient,0.8256972861831734,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LR_95,LR,95.0,turbine_and_load_transient,turbine_and_load_transient,0.8961217654351995,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LR_97,LR,97.0,turbine_and_load_transient,turbine_and_load_transient,0.8959705511297297,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
RI_-20,RI,-20.0,reactivity_and_control,reactivity_and_control,0.8391676324687104,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
RI_-29,RI,-29.0,reactivity_and_control,reactivity_and_control,0.8429419155365863,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
RI_-33,RI,-33.0,reactivity_and_control,reactivity_and_control,0.8429419155365863,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
RI_-34,RI,-34.0,reactivity_and_control,reactivity_and_control,0.8319430932765037,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
RI_-35,RI,-35.0,reactivity_and_control,reactivity_and_control,0.8319430932765037,0.0,False,True,random,seed_20260921,random_or_blocked,3.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
RI_-4,RI,-4.0,reactivity_and_control,reactivity_and_control,0.8294024423294757,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
RI_-8,RI,-8.0,reactivity_and_control,reactivity_and_control,0.7075310957288209,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SGATR_57,SGATR,57.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9217624018683976,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_67,SGATR,67.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9217624018683976,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_68,SGATR,68.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9217624018683976,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_76,SGATR,76.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9166062027547177,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_77,SGATR,77.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9166062027547177,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_79,SGATR,79.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9166062027547177,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_82,SGATR,82.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9166062027547177,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_92,SGATR,92.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9125503510793632,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGATR_97,SGATR,97.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9123605049152487,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_100,SGBTR,100.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9107228601998436,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_109,SGBTR,109.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.7253849449090656,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_57,SGBTR,57.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9213364539035984,0.0,False,True,random,seed_20260921,random_or_blocked,3.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_59,SGBTR,59.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9213364539035984,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_65,SGBTR,65.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9185808217007745,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_75,SGBTR,75.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9224867680009542,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_81,SGBTR,81.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9224764251833184,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_83,SGBTR,83.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9224707950971421,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_85,SGBTR,85.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9224707950971421,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_91,SGBTR,91.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9160493307400525,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SGBTR_95,SGBTR,95.0,steam_generator_tube_rupture,steam_generator_tube_rupture,0.9114935013024478,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
SLBIC_16,SLBIC,16.0,steam_line_break,steam_line_break,0.6424780081935207,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_18,SLBIC,18.0,steam_line_break,steam_line_break,0.6409982780693829,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_22,SLBIC,22.0,steam_line_break,steam_line_break,0.7909649988926487,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_27,SLBIC,27.0,steam_line_break,steam_line_break,0.8354489107196105,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_31,SLBIC,31.0,steam_line_break,steam_line_break,0.8354489107196105,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_34,SLBIC,34.0,steam_line_break,steam_line_break,0.8354489107196105,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_35,SLBIC,35.0,steam_line_break,steam_line_break,0.8354489107196105,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_37,SLBIC,37.0,steam_line_break,steam_line_break,0.8354489107196105,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_42,SLBIC,42.0,steam_line_break,steam_line_break,0.9365832370991831,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_44,SLBIC,44.0,steam_line_break,steam_line_break,0.9369981172529579,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_55,SLBIC,55.0,steam_line_break,steam_line_break,0.9456341974219192,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_57,SLBIC,57.0,steam_line_break,steam_line_break,0.9440488096992179,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_63,SLBIC,63.0,steam_line_break,steam_line_break,0.9095224702188777,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_66,SLBIC,66.0,steam_line_break,steam_line_break,0.9095224702188777,0.0,False,True,random,seed_20260921,random_or_blocked,4.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_67,SLBIC,67.0,steam_line_break,steam_line_break,0.9095224702188777,0.0,False,True,random,seed_20260921,random_or_blocked,3.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_68,SLBIC,68.0,steam_line_break,steam_line_break,0.9095224702188777,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_74,SLBIC,74.0,steam_line_break,steam_line_break,0.9088459874852326,0.0,False,True,random,seed_20260921,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
SLBIC_90,SLBIC,90.0,steam_line_break,steam_line_break,0.8725170238812404,0.0,False,True,random,seed_20260921,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
FLB_13,FLB,13.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_15,FLB,15.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_17,FLB,17.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_20,FLB,20.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_23,FLB,23.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_30,FLB,30.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_33,FLB,33.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_35,FLB,35.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
FLB_36,FLB,36.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_42,FLB,42.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_44,FLB,44.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_49,FLB,49.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_5,FLB,5.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_56,FLB,56.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_6,FLB,6.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,2.0,False,True,high_gap_or_above_split_median,other_classes
FLB_68,FLB,68.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_76,FLB,76.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_78,FLB,78.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_9,FLB,9.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
FLB_97,FLB,97.0,feedwater_line_break,feedwater_line_break,0.9342605452463102,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,False,True,high_gap_or_above_split_median,other_classes
LOCAC_10,LOCAC,10.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9293885907574271,0.5,False,True,random,seed_20261930,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_11,LOCAC,11.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9277366169079175,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_13,LOCAC,13.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9380637210198138,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_16,LOCAC,16.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9425813612094672,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_17,LOCAC,17.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9426926313500591,0.5,False,True,random,seed_20261930,random_or_blocked,2.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_20,LOCAC,20.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9427994361879458,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_22,LOCAC,22.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9403356246253248,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_26,LOCAC,26.0,primary_coolant_boundary_break,steam_line_break,0.9193974773102702,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_3,LOCAC,3.0,primary_coolant_boundary_break,steam_generator_tube_rupture,0.390844828495229,0.5,True,False,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_36,LOCAC,36.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9427994361879458,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_46,LOCAC,46.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9427994361879458,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_54,LOCAC,54.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9397830122796414,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_6,LOCAC,6.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.7727360407770679,0.5,False,True,random,seed_20261930,random_or_blocked,4.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_64,LOCAC,64.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.9419764921073763,0.5,False,True,random,seed_20261930,random_or_blocked,1.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
LOCAC_7,LOCAC,7.0,primary_coolant_boundary_break,primary_coolant_boundary_break,0.8421733885842199,0.5,False,True,random,seed_20261930,random_or_blocked,5.0,True,True,high_gap_or_above_split_median,RI_LOCAC_SLBIC
