feature,accident_class,initial_count,initial_mean,initial_std,initial_min,initial_max,max_pairwise_mean_diff,global_class_mean_max,global_initial_std,initial_condition_flag,class_mean_vs_other_max_diff,class_mean_vs_global_class_median_diff,class_initial_condition_flag
PSGA,LLB,101,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,LOCA,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,LOCAC,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,LOF,1,67.00003051757812,,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,LR,99,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,MD,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,RI,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,RW,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,SGATR,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,SGBTR,110,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,SLBIC,101,66.99915615874941,0.001532100231916202,66.99649810791016,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0008743588287103421,True
PSGA,SLBOC,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,SP,1,67.00003051757812,,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,TT,1,67.00003051757812,,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGB,ATWS,1,67.00004577636719,,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,FLB,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,LACP,1,67.00004577636719,,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,LLB,101,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,LOCA,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,LOCAC,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,LOF,1,67.00004577636719,,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,LR,99,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,MD,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,RI,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,RW,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,SGATR,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,SGBTR,110,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,SLBIC,101,66.99917330600248,0.0015287911601450145,66.99652099609375,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0008724703647118304,True
PSGB,SLBOC,100,67.00004577636719,0.0,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,SP,1,67.00004577636719,,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PSGB,TT,1,67.00004577636719,,67.00004577636719,67.00004577636719,0.0008724703647118304,67.00004577636719,0.0005003835315584191,True,0.0008724703647118304,0.0,False
PWNT,ATWS,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,FLB,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,LACP,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,LLB,101,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,LOCA,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,LOCAC,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,LOF,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,LR,99,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,MD,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,RI,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,RW,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,SGATR,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,SGBTR,110,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,SLBIC,101,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,SLBOC,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,SP,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWNT,TT,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,ATWS,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,FLB,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,LACP,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,LLB,101,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,LOCA,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,LOCAC,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,LOF,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,LR,99,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,MD,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,RI,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,RW,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,SGATR,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,SGBTR,110,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,SLBIC,101,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,SLBOC,100,100.0,0.0,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,SP,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
PWR,TT,1,100.0,,100.0,100.0,0.0,100.0,0.0,False,0.0,0.0,False
QMGA,ATWS,1,971.0827026367188,,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,FLB,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,LACP,1,971.0827026367188,,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,LLB,101,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,LOCA,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,LOCAC,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,LOF,1,971.0827026367188,,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,LR,99,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,MD,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,RI,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,RW,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,SGATR,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,SGBTR,110,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,SLBIC,101,982.2213164981049,19.517699507355093,971.0827026367188,1016.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,11.138613861386148,True
QMGA,SLBOC,100,971.0827026367188,0.0,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
QMGA,SP,1,971.0827026367188,,971.0827026367188,971.0827026367188,11.138613861386148,982.2213164981049,6.388273076093165,True,11.138613861386148,0.0,False
