mode,landmark_s,sample_id,severity,split
sensitivity,30,LOCA_019,19,train
sensitivity,30,LOCA_020,20,train
sensitivity,30,LOCA_021,21,test
sensitivity,30,LOCA_022,22,validation
sensitivity,30,LOCA_023,23,train
sensitivity,30,LOCA_024,24,train
sensitivity,30,LOCA_025,25,train
sensitivity,30,LOCA_026,26,test
sensitivity,30,LOCA_027,27,validation
sensitivity,30,LOCA_028,28,train
sensitivity,30,LOCA_029,29,train
sensitivity,30,LOCA_030,30,train
sensitivity,30,LOCA_031,31,test
sensitivity,30,LOCA_032,32,validation
sensitivity,30,LOCA_033,33,train
sensitivity,30,LOCA_034,34,train
sensitivity,30,LOCA_035,35,train
sensitivity,30,LOCA_036,36,test
sensitivity,30,LOCA_037,37,validation
sensitivity,30,LOCA_038,38,train
sensitivity,30,LOCA_039,39,train
sensitivity,30,LOCA_040,40,train
sensitivity,30,LOCA_041,41,test
sensitivity,30,LOCA_042,42,validation
sensitivity,30,LOCA_043,43,train
sensitivity,30,LOCA_044,44,train
sensitivity,30,LOCA_045,45,train
sensitivity,30,LOCA_046,46,test
sensitivity,30,LOCA_047,47,validation
sensitivity,30,LOCA_048,48,train
sensitivity,30,LOCA_049,49,train
sensitivity,30,LOCA_050,50,train
sensitivity,30,LOCA_051,51,test
sensitivity,30,LOCA_052,52,validation
sensitivity,30,LOCA_053,53,train
sensitivity,30,LOCA_054,54,train
sensitivity,30,LOCA_055,55,train
sensitivity,30,LOCA_056,56,test
sensitivity,30,LOCA_057,57,validation
sensitivity,30,LOCA_058,58,train
sensitivity,30,LOCA_059,59,train
sensitivity,30,LOCA_060,60,train
sensitivity,30,LOCA_061,61,test
sensitivity,30,LOCA_062,62,validation
sensitivity,30,LOCA_063,63,train
sensitivity,30,LOCA_064,64,train
sensitivity,30,LOCA_065,65,train
sensitivity,30,LOCA_066,66,test
sensitivity,30,LOCA_067,67,validation
sensitivity,30,LOCA_068,68,train
sensitivity,30,LOCA_069,69,train
sensitivity,30,LOCA_070,70,train
sensitivity,30,LOCA_071,71,test
sensitivity,30,LOCA_072,72,validation
sensitivity,30,LOCA_073,73,train
sensitivity,30,LOCA_074,74,train
sensitivity,30,LOCA_075,75,train
sensitivity,30,LOCA_076,76,test
sensitivity,30,LOCA_077,77,validation
sensitivity,30,LOCA_078,78,train
sensitivity,30,LOCA_079,79,train
sensitivity,30,LOCA_080,80,train
sensitivity,30,LOCA_081,81,test
sensitivity,30,LOCA_082,82,validation
sensitivity,30,LOCA_083,83,train
sensitivity,30,LOCA_084,84,train
sensitivity,30,LOCA_085,85,train
sensitivity,30,LOCA_086,86,test
sensitivity,30,LOCA_087,87,validation
sensitivity,30,LOCA_088,88,train
sensitivity,30,LOCA_089,89,train
sensitivity,30,LOCA_090,90,train
sensitivity,30,LOCA_091,91,test
sensitivity,30,LOCA_092,92,validation
sensitivity,30,LOCA_093,93,train
sensitivity,30,LOCA_094,94,train
sensitivity,30,LOCA_095,95,train
sensitivity,30,LOCA_096,96,test
sensitivity,30,LOCA_097,97,validation
sensitivity,30,LOCA_098,98,train
sensitivity,30,LOCA_099,99,train
sensitivity,30,LOCA_100,100,train
sensitivity,60,LOCA_001,1,test
sensitivity,60,LOCA_002,2,validation
sensitivity,60,LOCA_003,3,train
sensitivity,60,LOCA_004,4,train
sensitivity,60,LOCA_005,5,train
sensitivity,60,LOCA_006,6,test
sensitivity,60,LOCA_007,7,validation
sensitivity,60,LOCA_008,8,train
sensitivity,60,LOCA_009,9,train
sensitivity,60,LOCA_010,10,train
sensitivity,60,LOCA_011,11,test
sensitivity,60,LOCA_012,12,validation
sensitivity,60,LOCA_013,13,train
sensitivity,60,LOCA_014,14,train
sensitivity,60,LOCA_015,15,train
sensitivity,60,LOCA_016,16,test
sensitivity,60,LOCA_017,17,validation
sensitivity,60,LOCA_018,18,train
sensitivity,60,LOCA_019,19,train
sensitivity,60,LOCA_020,20,train
sensitivity,60,LOCA_021,21,test
sensitivity,60,LOCA_022,22,validation
sensitivity,60,LOCA_023,23,train
sensitivity,60,LOCA_024,24,train
sensitivity,60,LOCA_025,25,train
sensitivity,60,LOCA_026,26,test
sensitivity,60,LOCA_027,27,validation
sensitivity,60,LOCA_028,28,train
sensitivity,60,LOCA_029,29,train
sensitivity,60,LOCA_030,30,train
sensitivity,60,LOCA_031,31,test
sensitivity,60,LOCA_032,32,validation
sensitivity,60,LOCA_033,33,train
sensitivity,60,LOCA_034,34,train
sensitivity,60,LOCA_035,35,train
sensitivity,60,LOCA_036,36,test
sensitivity,60,LOCA_037,37,validation
sensitivity,60,LOCA_038,38,train
sensitivity,60,LOCA_039,39,train
sensitivity,60,LOCA_040,40,train
sensitivity,60,LOCA_041,41,test
sensitivity,60,LOCA_042,42,validation
sensitivity,60,LOCA_044,44,train
sensitivity,60,LOCA_045,45,train
sensitivity,60,LOCA_046,46,train
sensitivity,60,LOCA_047,47,test
sensitivity,60,LOCA_048,48,validation
sensitivity,60,LOCA_049,49,train
sensitivity,60,LOCA_050,50,train
sensitivity,60,LOCA_051,51,train
sensitivity,60,LOCA_052,52,test
sensitivity,60,LOCA_053,53,validation
sensitivity,60,LOCA_054,54,train
sensitivity,60,LOCA_055,55,train
sensitivity,60,LOCA_056,56,train
sensitivity,60,LOCA_057,57,test
sensitivity,60,LOCA_058,58,validation
sensitivity,60,LOCA_059,59,train
sensitivity,60,LOCA_060,60,train
sensitivity,60,LOCA_061,61,train
sensitivity,60,LOCA_062,62,test
sensitivity,60,LOCA_063,63,validation
sensitivity,60,LOCA_064,64,train
sensitivity,60,LOCA_065,65,train
sensitivity,60,LOCA_066,66,train
sensitivity,60,LOCA_067,67,test
sensitivity,60,LOCA_068,68,validation
sensitivity,60,LOCA_069,69,train
sensitivity,60,LOCA_070,70,train
sensitivity,60,LOCA_071,71,train
sensitivity,60,LOCA_072,72,test
sensitivity,60,LOCA_073,73,validation
sensitivity,60,LOCA_074,74,train
sensitivity,60,LOCA_075,75,train
sensitivity,60,LOCA_076,76,train
sensitivity,60,LOCA_077,77,test
sensitivity,60,LOCA_078,78,validation
sensitivity,60,LOCA_079,79,train
sensitivity,60,LOCA_080,80,train
sensitivity,60,LOCA_081,81,train
sensitivity,60,LOCA_082,82,test
sensitivity,60,LOCA_083,83,validation
sensitivity,60,LOCA_084,84,train
sensitivity,60,LOCA_085,85,train
sensitivity,60,LOCA_086,86,train
sensitivity,60,LOCA_087,87,test
sensitivity,60,LOCA_088,88,validation
sensitivity,60,LOCA_089,89,train
sensitivity,60,LOCA_090,90,train
sensitivity,60,LOCA_091,91,train
sensitivity,60,LOCA_092,92,test
sensitivity,60,LOCA_093,93,validation
sensitivity,60,LOCA_094,94,train
sensitivity,60,LOCA_095,95,train
sensitivity,60,LOCA_096,96,train
sensitivity,60,LOCA_097,97,test
sensitivity,60,LOCA_098,98,validation
sensitivity,60,LOCA_099,99,train
sensitivity,60,LOCA_100,100,train
sensitivity,120,LOCA_001,1,test
sensitivity,120,LOCA_002,2,validation
sensitivity,120,LOCA_003,3,train
sensitivity,120,LOCA_004,4,train
sensitivity,120,LOCA_005,5,train
sensitivity,120,LOCA_006,6,test
sensitivity,120,LOCA_007,7,validation
sensitivity,120,LOCA_008,8,train
sensitivity,120,LOCA_009,9,train
sensitivity,120,LOCA_010,10,train
sensitivity,120,LOCA_011,11,test
sensitivity,120,LOCA_012,12,validation
sensitivity,120,LOCA_013,13,train
sensitivity,120,LOCA_014,14,train
sensitivity,120,LOCA_015,15,train
sensitivity,120,LOCA_016,16,test
sensitivity,120,LOCA_017,17,validation
sensitivity,120,LOCA_018,18,train
sensitivity,120,LOCA_019,19,train
sensitivity,120,LOCA_020,20,train
sensitivity,120,LOCA_021,21,test
sensitivity,120,LOCA_022,22,validation
sensitivity,120,LOCA_023,23,train
sensitivity,120,LOCA_024,24,train
sensitivity,120,LOCA_025,25,train
sensitivity,120,LOCA_026,26,test
sensitivity,120,LOCA_027,27,validation
sensitivity,120,LOCA_028,28,train
sensitivity,120,LOCA_029,29,train
sensitivity,120,LOCA_030,30,train
sensitivity,120,LOCA_031,31,test
sensitivity,120,LOCA_032,32,validation
sensitivity,120,LOCA_033,33,train
sensitivity,120,LOCA_034,34,train
sensitivity,120,LOCA_035,35,train
sensitivity,120,LOCA_036,36,test
sensitivity,120,LOCA_037,37,validation
sensitivity,120,LOCA_038,38,train
sensitivity,120,LOCA_039,39,train
sensitivity,120,LOCA_040,40,train
sensitivity,120,LOCA_041,41,test
sensitivity,120,LOCA_042,42,validation
sensitivity,120,LOCA_044,44,train
sensitivity,120,LOCA_045,45,train
sensitivity,120,LOCA_046,46,train
sensitivity,120,LOCA_047,47,test
sensitivity,120,LOCA_048,48,validation
sensitivity,120,LOCA_049,49,train
sensitivity,120,LOCA_050,50,train
sensitivity,120,LOCA_051,51,train
sensitivity,120,LOCA_052,52,test
sensitivity,120,LOCA_053,53,validation
sensitivity,120,LOCA_054,54,train
sensitivity,120,LOCA_055,55,train
sensitivity,120,LOCA_056,56,train
sensitivity,120,LOCA_057,57,test
sensitivity,120,LOCA_058,58,validation
sensitivity,120,LOCA_059,59,train
sensitivity,120,LOCA_060,60,train
sensitivity,120,LOCA_061,61,train
sensitivity,120,LOCA_062,62,test
sensitivity,120,LOCA_063,63,validation
sensitivity,120,LOCA_064,64,train
sensitivity,120,LOCA_065,65,train
sensitivity,120,LOCA_066,66,train
sensitivity,120,LOCA_067,67,test
sensitivity,120,LOCA_068,68,validation
sensitivity,120,LOCA_069,69,train
sensitivity,120,LOCA_070,70,train
sensitivity,120,LOCA_071,71,train
sensitivity,120,LOCA_072,72,test
sensitivity,120,LOCA_073,73,validation
sensitivity,120,LOCA_074,74,train
sensitivity,120,LOCA_075,75,train
sensitivity,120,LOCA_076,76,train
sensitivity,120,LOCA_077,77,test
sensitivity,300,LOCA_001,1,test
sensitivity,300,LOCA_002,2,validation
sensitivity,300,LOCA_003,3,train
sensitivity,300,LOCA_004,4,train
sensitivity,300,LOCA_005,5,train
sensitivity,300,LOCA_006,6,test
