cohort,scope,split_index,seed,window_s,accident_class,cohort_support,train_support,validation_support,test_support,test_support_lt_3,test_support_lt_5,support_status
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,1,20261930,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,2,20262939,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,3,20263948,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
