sample_id,status,predicted_family,conformal_set,distance_score,distance_threshold,ood_warning,top_ood_features,top_ood_variables,ood_direction,maximum_calibrated_probability,top2_margin,nonconformity_of_top1,unknown_interpretation
FLB_60,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_62,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_63,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_66,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_72,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_8,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_81,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_83,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_85,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
FLB_92,accepted,feedwater_line_break,"[""feedwater_line_break""]",1.0000000000000004,3.0417115477851966,False,"[""P__std"", ""VOL__last"", ""TSAT__slope"", ""TSAT__delta_t0"", ""P__slope"", ""VOL__delta_t0"", ""VOL__std"", ""P__delta_t0"", ""VOL__mean"", ""WSTB__last""]","[""P"", ""VOL"", ""TSAT"", ""WSTB"", ""WFWA""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""above_class_center""}]",0.9076882515834948,0.8663771402589007,0.09231174841650525,Calibrated probability and conformal membership summary.
LOCAC_12,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",4.061860954001071,3.0417115477851966,True,"[""P__std"", ""P__last"", ""P__delta_t0"", ""TSAT__std"", ""P__slope"", ""P__mean"", ""VOL__std"", ""LVPZ__std"", ""TSAT__last"", ""TSAT__delta_t0""]","[""P"", ""TSAT"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9214365357600279,0.9019614052194644,0.07856346423997207,Calibrated probability and conformal membership summary.
LOCAC_19,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.626357398934843,3.0417115477851966,False,"[""P__std"", ""P__last"", ""P__delta_t0"", ""TSAT__std"", ""P__slope"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__mean"", ""TSAT__slope""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""NSGB"": ""above_class_center""}]",0.9393107566002737,0.9238475647718912,0.060689243399726256,Calibrated probability and conformal membership summary.
LOCAC_20,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.487187862821789,3.0417115477851966,False,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__mean"", ""TSAT__slope""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""NSGB"": ""above_class_center""}]",0.9393107566002737,0.9238475647718912,0.060689243399726256,Calibrated probability and conformal membership summary.
LOCAC_24,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.148621565345512,3.0417115477851966,False,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__mean"", ""P__slope"", ""TSAT__mean"", ""TSAT__slope""]","[""P"", ""TSAT"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""NSGB"": ""above_class_center""}]",0.9229684409055066,0.903873054982528,0.07703155909449344,Calibrated probability and conformal membership summary.
LOCAC_25,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.176020000416182,3.0417115477851966,False,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__mean"", ""TSAT__slope"", ""P__mean"", ""P__slope""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""NSGB"": ""above_class_center""}]",0.9391239848938148,0.9236132049499228,0.06087601510618523,Calibrated probability and conformal membership summary.
LOCAC_27,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.227333396767511,3.0417115477851966,False,"[""TSAT__std"", ""P__std"", ""TSAT__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__slope"", ""P__last"", ""P__delta_t0"", ""P__mean"", ""P__slope""]","[""TSAT"", ""P"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""TSAT"": ""above_class_center""}, {""P"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""NSGB"": ""above_class_center""}]",0.9391239848938148,0.9236132049499228,0.06087601510618523,Calibrated probability and conformal membership summary.
LOCAC_3,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",6.841350084680626,3.0417115477851966,True,"[""VOL__std"", ""LVPZ__std"", ""P__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""P__mean"", ""VOL__last"", ""VOL__delta_t0"", ""LVPZ__delta_t0""]","[""P"", ""VOL"", ""LVPZ"", ""TSAT"", ""NSGB""]","[{""P"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9349490390394811,0.9180809820331128,0.06505096096051888,Calibrated probability and conformal membership summary.
LOCAC_31,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.2203764513860866,3.0417115477851966,False,"[""TSAT__std"", ""TSAT__mean"", ""TSAT__slope"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__std"", ""P__mean"", ""P__last"", ""P__delta_t0"", ""P__slope""]","[""TSAT"", ""P"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""TSAT"": ""above_class_center""}, {""P"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""NSGB"": ""above_class_center""}]",0.9391239848938148,0.9236132049499228,0.06087601510618523,Calibrated probability and conformal membership summary.
LOCAC_33,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.275507343323872,3.0417115477851966,False,"[""NSGB__delta_t0"", ""NSGB__last"", ""NSGA__last"", ""NSGA__delta_t0"", ""TSAT__std"", ""TSAT__mean"", ""TSAT__slope"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__std""]","[""TSAT"", ""P"", ""NSGB"", ""NSGA"", ""LVPZ""]","[{""TSAT"": ""above_class_center""}, {""P"": ""above_class_center""}, {""NSGB"": ""above_class_center""}, {""NSGA"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}]",0.9291883532785191,0.9116348240772004,0.07081164672148088,Calibrated probability and conformal membership summary.
LOCAC_39,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.6184402885758957,3.0417115477851966,False,"[""NSGB__delta_t0"", ""NSGB__last"", ""NSGA__last"", ""NSGA__delta_t0"", ""NSGB__mean"", ""NSGA__mean"", ""NSGB__slope"", ""NSGA__slope"", ""PWR__delta_t0"", ""PWR__last""]","[""NSGB"", ""NSGA"", ""PWR"", ""QMWT"", ""PWNT""]","[{""NSGB"": ""above_class_center""}, {""NSGA"": ""above_class_center""}, {""PWR"": ""below_class_center""}, {""QMWT"": ""below_class_center""}, {""PWNT"": ""below_class_center""}]",0.9391239848938148,0.9236132049499228,0.06087601510618523,Calibrated probability and conformal membership summary.
LOCAC_53,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.529731030939086,3.0417115477851966,False,"[""P__std"", ""VOL__std"", ""LVPZ__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""VOL__last"", ""VOL__delta_t0"", ""LVPZ__delta_t0"", ""LVPZ__last""]","[""P"", ""VOL"", ""LVPZ"", ""TSAT"", ""NSGB""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""NSGB"": ""above_class_center""}]",0.9291883532785191,0.9116348240772004,0.07081164672148088,Calibrated probability and conformal membership summary.
LOCAC_54,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.4354628258222437,3.0417115477851966,False,"[""P__std"", ""P__last"", ""P__delta_t0"", ""VOL__std"", ""LVPZ__std"", ""P__slope"", ""TSAT__std"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0""]","[""P"", ""VOL"", ""LVPZ"", ""TSAT"", ""NSGB""]","[{""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""NSGB"": ""above_class_center""}]",0.9229684409055066,0.903873054982528,0.07703155909449344,Calibrated probability and conformal membership summary.
LOCAC_67,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",3.9794022201955226,3.0417115477851966,True,"[""P__std"", ""P__last"", ""P__delta_t0"", ""TSAT__std"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__slope"", ""TSAT__slope"", ""P__mean"", ""TSAT__mean""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""NSGB"": ""above_class_center""}]",0.9361945919600583,0.9213378308426631,0.06380540803994172,Calibrated probability and conformal membership summary.
LOCAC_71,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",5.272133454060704,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__slope"", ""TSAT__slope"", ""P__mean"", ""TSAT__mean""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""NSGB"": ""above_class_center""}]",0.9313466911264283,0.9135669016064015,0.06865330887357168,Calibrated probability and conformal membership summary.
LOCAC_77,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",8.182912144858651,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__slope"", ""TSAT__slope"", ""P__mean"", ""TSAT__mean""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""NSGB"": ""above_class_center""}]",0.9202206847698963,0.8901614866816593,0.07977931523010373,Calibrated probability and conformal membership summary.
LOCAC_9,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",4.963738196141119,3.0417115477851966,True,"[""P__std"", ""P__last"", ""P__delta_t0"", ""LVPZ__std"", ""VOL__std"", ""P__slope"", ""P__mean"", ""TSAT__std"", ""LVPZ__slope"", ""VOL__slope""]","[""P"", ""LVPZ"", ""VOL"", ""TSAT"", ""NSGB""]","[{""P"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9306710899442764,0.9062990902999544,0.06932891005572361,Calibrated probability and conformal membership summary.
LOCA_16,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.863579497339033,3.0417115477851966,False,"[""P__std"", ""P__last"", ""P__delta_t0"", ""TSAT__std"", ""P__slope"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__slope"", ""TSAT__mean""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9343370950995535,0.91469868371285,0.06566290490044646,Calibrated probability and conformal membership summary.
LOCA_19,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.409155157771312,3.0417115477851966,False,"[""P__std"", ""P__last"", ""P__delta_t0"", ""TSAT__std"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__slope"", ""P__mean"", ""TSAT__slope"", ""TSAT__mean""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9440679663979517,0.9298465548776469,0.05593203360204835,Calibrated probability and conformal membership summary.
LOCA_23,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",1.996941298090654,3.0417115477851966,False,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__slope"", ""TSAT__slope"", ""P__mean"", ""TSAT__mean""]","[""P"", ""TSAT"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""P"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9440679663979517,0.9298465548776469,0.05593203360204835,Calibrated probability and conformal membership summary.
LOCA_40,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.2335698346873474,3.0417115477851966,False,"[""NSGB__delta_t0"", ""NSGB__last"", ""NSGA__last"", ""NSGA__delta_t0"", ""VOL__std"", ""LVPZ__std"", ""LVPZ__mean"", ""VOL__mean"", ""VOL__last"", ""VOL__delta_t0""]","[""NSGB"", ""NSGA"", ""LVPZ"", ""VOL"", ""P""]","[{""NSGB"": ""below_class_center""}, {""NSGA"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""P"": ""below_class_center""}]",0.9425916087298448,0.9283924370171562,0.05740839127015518,Calibrated probability and conformal membership summary.
LOCA_41,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.558507263530131,3.0417115477851966,False,"[""NSGB__delta_t0"", ""NSGB__last"", ""NSGA__last"", ""NSGA__delta_t0"", ""LVPZ__std"", ""VOL__std"", ""LVPZ__mean"", ""VOL__mean"", ""LVPZ__delta_t0"", ""LVPZ__last""]","[""LVPZ"", ""VOL"", ""NSGB"", ""NSGA"", ""P""]","[{""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""NSGB"": ""below_class_center""}, {""NSGA"": ""below_class_center""}, {""P"": ""below_class_center""}]",0.9425916087298448,0.9283924370171562,0.05740839127015518,Calibrated probability and conformal membership summary.
